Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100497,2025-12-20,CUST-1133,Customer 164,South,Andhra Pradesh,Technology,Phones,SmartOne 12,58746.52,2,0.05,16178.96
ORD-100498,2025-01-18,CUST-1560,Customer 501,East,Odisha,Technology,Phones,SmartOne 12,25302.55,1,0.15,5607.14
ORD-100499,2025-12-21,CUST-1366,Customer 430,East,Odisha,Office Supplies,Paper,Premium Paper,962.85,1,0.05,83.66
ORD-100500,2024-09-23,CUST-1547,Customer 124,West,Maharashtra,Furniture,Chairs,Visitor Chair,8036.19,2,0.2,505.03
ORD-100501,2023-03-24,CUST-1438,Customer 437,West,Goa,Furniture,Chairs,Mesh Chair,39965.66,3,0.15,11018.15
ORD-100502,2024-12-06,CUST-1022,Customer 132,West,Maharashtra,Office Supplies,Binders,Ring Binder,2090.21,4,0.0,455.37
ORD-100503,2023-07-19,CUST-1418,Customer 642,North,Delhi,Furniture,Bookcases,Oak Bookcase,28551.45,2,0.05,7488.86
ORD-100504,2025-07-28,CUST-1280,Customer 198,East,Odisha,Technology,Accessories,Webcam HD,5852.91,1,0.0,1455.92
ORD-100505,2023-11-11,CUST-1184,Customer 140,East,Bihar,Technology,Laptops,WorkMate 13,61645.28,1,0.1,10344.25
ORD-100506,2023-04-30,CUST-1115,Customer 173,West,Goa,Office Supplies,Binders,Lever Arch File,1015.39,3,0.15,96.34
ORD-100507,2023-10-25,CUST-1111,Customer 115,South,Tamil Nadu,Technology,Laptops,WorkMate 13,181581.85,3,0.0,37885.77
ORD-100508,2024-06-03,CUST-1124,Customer 140,North,Haryana,Technology,Phones,ProPhone X,61517.97,1,0.05,16070.41
ORD-100509,2025-05-29,CUST-1264,Customer 574,South,Andhra Pradesh,Office Supplies,Binders,Lever Arch File,462.55,1,0.0,115.69
ORD-100510,2025-01-21,CUST-1067,Customer 266,North,Uttar Pradesh,Technology,Laptops,ProBook 15,148432.35,4,0.1,27197.03
ORD-100511,2023-10-27,CUST-1023,Customer 430,West,Goa,Office Supplies,Binders,Presentation Binder,167.38,1,0.05,19.2
ORD-100512,2023-03-26,CUST-1503,Customer 648,North,Delhi,Technology,Phones,Galaxy Max,64602.8,4,0.2,10374.4
ORD-100513,2025-07-27,CUST-1516,Customer 556,South,Tamil Nadu,Furniture,Chairs,Executive Chair,16984.95,3,0.1,3689.36
ORD-100514,2024-06-08,CUST-1496,Customer 223,South,Karnataka,Technology,Accessories,Wireless Mouse,9989.68,2,0.15,1520.47
ORD-100515,2023-04-05,CUST-1300,Customer 160,South,Karnataka,Technology,Phones,Pixel Edge,68562.23,2,0.0,15942.29
ORD-100516,2023-08-01,CUST-1271,Customer 291,East,Odisha,Furniture,Bookcases,Oak Bookcase,23170.15,2,0.1,1950.52
ORD-100517,2023-03-18,CUST-1503,Customer 267,East,Bihar,Furniture,Chairs,Visitor Chair,11082.15,2,0.15,2096.64
ORD-100518,2023-09-17,CUST-1225,Customer 86,South,Karnataka,Technology,Accessories,USB-C Hub,14449.65,4,0.15,887.11
ORD-100519,2025-05-03,CUST-1378,Customer 402,East,Bihar,Technology,Phones,SmartOne 12,19712.3,1,0.0,2994.91
ORD-100520,2024-08-03,CUST-1308,Customer 270,West,Goa,Technology,Phones,ProPhone X,110580.95,2,0.1,19387.61
ORD-100521,2024-07-03,CUST-1349,Customer 429,West,Gujarat,Office Supplies,Paper,A4 Paper Pack,1131.72,2,0.2,129.56
ORD-100522,2024-12-06,CUST-1512,Customer 49,East,Bihar,Office Supplies,Paper,A4 Paper Pack,1293.16,2,0.0,66.46
ORD-100523,2024-12-19,CUST-1617,Customer 565,South,Karnataka,Technology,Phones,Pixel Edge,91599.29,2,0.25,9764.89
ORD-100524,2025-01-20,CUST-1326,Customer 206,South,Kerala,Technology,Accessories,Wireless Mouse,4016.53,2,0.0,1083.41
ORD-100525,2025-07-12,CUST-1205,Customer 301,North,Uttar Pradesh,Furniture,Chairs,Mesh Chair,15485.22,3,0.1,938.33
ORD-100526,2024-10-13,CUST-1562,Customer 331,West,Goa,Technology,Accessories,USB-C Hub,6023.3,2,0.1,1244.55
ORD-100527,2023-09-17,CUST-1292,Customer 179,West,Rajasthan,Technology,Laptops,UltraBook 14,137571.95,2,0.1,29488.13
ORD-100528,2024-03-16,CUST-1120,Customer 386,East,Odisha,Technology,Accessories,Mechanical Keyboard,4586.12,1,0.05,1188.1
ORD-100529,2023-12-31,CUST-1534,Customer 102,South,Tamil Nadu,Office Supplies,Storage,File Box,1294.63,4,0.0,101.35
ORD-100530,2024-04-15,CUST-1278,Customer 89,West,Gujarat,Technology,Laptops,WorkMate 13,86150.69,2,0.05,17304.28
ORD-100531,2025-06-01,CUST-1446,Customer 410,West,Maharashtra,Office Supplies,Paper,A4 Paper Pack,1149.57,1,0.0,179.91
ORD-100532,2025-08-29,CUST-1389,Customer 191,North,Haryana,Furniture,Chairs,Ergo Chair,10849.66,1,0.15,830.13
ORD-100533,2024-04-20,CUST-1189,Customer 361,South,Tamil Nadu,Furniture,Tables,Meeting Table,16316.81,1,0.15,2764.76
ORD-100534,2024-02-03,CUST-1455,Customer 559,North,Haryana,Technology,Accessories,Webcam HD,3433.19,1,0.1,440.37
ORD-100535,2024-03-07,CUST-1340,Customer 175,West,Goa,Furniture,Chairs,Visitor Chair,34240.63,5,0.0,5193.77
ORD-100536,2024-07-08,CUST-1578,Customer 117,East,West Bengal,Technology,Laptops,NotePro 16,246201.38,4,0.15,28646.34
ORD-100537,2025-08-21,CUST-1142,Customer 303,West,Maharashtra,Furniture,Bookcases,Steel Shelf,6382.8,1,0.15,496.15
ORD-100538,2025-06-12,CUST-1643,Customer 254,South,Andhra Pradesh,Technology,Accessories,Wireless Mouse,15017.95,3,0.1,2159.92
ORD-100539,2024-06-03,CUST-1235,Customer 187,North,Haryana,Office Supplies,Paper,Premium Paper,1369.92,2,0.0,294.3
ORD-100540,2023-10-02,CUST-1638,Customer 411,West,Goa,Office Supplies,Binders,Ring Binder,1268.54,3,0.0,274.77
ORD-100541,2024-10-14,CUST-1308,Customer 510,North,Punjab,Technology,Accessories,Wireless Mouse,22066.63,5,0.1,4124.07
ORD-100542,2025-03-24,CUST-1338,Customer 158,East,Bihar,Technology,Accessories,Mechanical Keyboard,1314.62,1,0.25,43.27
ORD-100543,2023-06-24,CUST-1007,Customer 241,South,Kerala,Technology,Accessories,USB-C Hub,3412.63,2,0.05,177.88
ORD-100544,2024-11-17,CUST-1266,Customer 268,South,Kerala,Furniture,Chairs,Mesh Chair,15227.06,1,0.05,2800.23
ORD-100545,2025-09-28,CUST-1159,Customer 200,South,Kerala,Office Supplies,Paper,A4 Paper Pack,2042.96,4,0.0,177.62
ORD-100546,2025-10-04,CUST-1318,Customer 231,South,Kerala,Technology,Laptops,UltraBook 14,99120.88,1,0.0,21000.45
ORD-100547,2024-05-31,CUST-1169,Customer 499,East,Odisha,Technology,Phones,Pixel Edge,50855.42,2,0.1,10296.87
ORD-100548,2025-04-28,CUST-1397,Customer 346,North,Uttar Pradesh,Furniture,Chairs,Mesh Chair,22297.22,3,0.15,2319.75
ORD-100549,2023-11-16,CUST-1387,Customer 598,North,Uttar Pradesh,Technology,Accessories,Wireless Mouse,6848.41,2,0.1,1031.45
ORD-100550,2024-11-26,CUST-1335,Customer 17,West,Rajasthan,Furniture,Bookcases,Steel Shelf,17026.13,2,0.1,3169.6
ORD-100551,2024-07-29,CUST-1365,Customer 575,North,Uttar Pradesh,Technology,Accessories,Webcam HD,10853.04,2,0.0,1017.17
ORD-100552,2023-12-13,CUST-1526,Customer 540,West,Maharashtra,Technology,Phones,ProPhone X,123401.02,2,0.05,12688.1
ORD-100553,2024-04-07,CUST-1036,Customer 358,North,Haryana,Technology,Accessories,Webcam HD,9985.02,2,0.0,1130.08
ORD-100554,2023-07-04,CUST-1184,Customer 334,East,Jharkhand,Technology,Laptops,WorkMate 13,43575.13,1,0.05,11418.51
ORD-100555,2024-07-05,CUST-1388,Customer 640,East,West Bengal,Technology,Laptops,UltraBook 14,65508.5,1,0.05,10895.29
ORD-100556,2024-01-19,CUST-1233,Customer 34,North,Punjab,Technology,Laptops,UltraBook 14,235804.04,3,0.0,34389.95
ORD-100557,2024-04-01,CUST-1543,Customer 224,West,Maharashtra,Office Supplies,Binders,Presentation Binder,1744.86,4,0.05,391.79
ORD-100558,2025-01-25,CUST-1532,Customer 192,South,Tamil Nadu,Furniture,Bookcases,Oak Bookcase,49581.6,3,0.15,8902.32
ORD-100559,2024-05-08,CUST-1226,Customer 112,North,Uttar Pradesh,Office Supplies,Binders,Ring Binder,505.87,1,0.05,122.64
ORD-100560,2023-05-08,CUST-1264,Customer 329,East,Jharkhand,Office Supplies,Storage,File Box,7152.28,4,0.1,446.07
ORD-100561,2024-08-30,CUST-1507,Customer 596,East,Bihar,Furniture,Chairs,Executive Chair,18623.93,2,0.0,1847.09
ORD-100562,2023-08-29,CUST-1556,Customer 148,West,Maharashtra,Technology,Phones,Galaxy Max,66402.72,2,0.2,2679.15
ORD-100563,2023-12-16,CUST-1503,Customer 315,West,Rajasthan,Furniture,Tables,Study Table,97692.51,4,0.05,25014.93
ORD-100564,2023-04-07,CUST-1273,Customer 212,West,Goa,Furniture,Chairs,Ergo Chair,6945.66,2,0.0,353.23
ORD-100565,2025-12-22,CUST-1200,Customer 477,East,Odisha,Technology,Laptops,NotePro 16,264532.23,4,0.0,52704.02
ORD-100566,2023-12-30,CUST-1483,Customer 114,South,Karnataka,Technology,Accessories,Webcam HD,13782.57,3,0.1,837.66
ORD-100567,2024-07-06,CUST-1158,Customer 439,North,Delhi,Technology,Phones,ProPhone X,64963.59,2,0.1,3296.11
ORD-100568,2024-08-04,CUST-1483,Customer 80,North,Delhi,Technology,Accessories,USB-C Hub,13846.65,4,0.1,2863.08
ORD-100569,2024-04-30,CUST-1450,Customer 112,East,West Bengal,Office Supplies,Storage,Storage Bin,2540.35,2,0.15,277.36
ORD-100570,2023-01-22,CUST-1565,Customer 160,North,Punjab,Technology,Laptops,WorkMate 13,32377.68,1,0.2,639.79
ORD-100571,2024-05-06,CUST-1322,Customer 67,West,Goa,Technology,Accessories,USB-C Hub,4221.32,2,0.0,330.17
ORD-100572,2024-06-10,CUST-1059,Customer 154,East,Jharkhand,Technology,Phones,SmartOne 12,36418.21,2,0.0,3437.3
ORD-100573,2024-03-19,CUST-1457,Customer 285,West,Maharashtra,Technology,Accessories,Mechanical Keyboard,4084.48,3,0.1,305.39
ORD-100574,2023-12-02,CUST-1271,Customer 131,East,Odisha,Technology,Phones,ProPhone X,43824.59,1,0.1,7325.7
ORD-100575,2023-03-10,CUST-1648,Customer 392,North,Haryana,Furniture,Bookcases,Corner Shelf,14795.9,1,0.15,3720.25
ORD-100576,2024-12-14,CUST-1166,Customer 33,South,Andhra Pradesh,Technology,Laptops,NotePro 16,202849.44,2,0.0,27333.49
ORD-100577,2024-06-21,CUST-1640,Customer 492,South,Andhra Pradesh,Office Supplies,Storage,File Box,8462.03,5,0.2,1733.2
ORD-100578,2025-03-12,CUST-1616,Customer 130,East,Jharkhand,Technology,Accessories,USB-C Hub,28138.46,5,0.05,3855.71
ORD-100579,2023-12-03,CUST-1255,Customer 435,North,Delhi,Furniture,Bookcases,Storage Cabinet,22409.78,2,0.05,5566.87
ORD-100580,2023-09-22,CUST-1489,Customer 472,West,Goa,Office Supplies,Binders,Lever Arch File,565.51,1,0.0,108.05
ORD-100581,2025-12-30,CUST-1646,Customer 164,South,Tamil Nadu,Furniture,Chairs,Ergo Chair,6867.39,1,0.0,1015.31
ORD-100582,2024-03-10,CUST-1516,Customer 413,South,Karnataka,Technology,Laptops,UltraBook 14,52413.16,1,0.2,5256.2
ORD-100583,2023-06-10,CUST-1170,Customer 483,West,Gujarat,Technology,Phones,Galaxy Max,61720.18,2,0.2,3896.09
ORD-100584,2025-04-30,CUST-1568,Customer 221,South,Karnataka,Technology,Phones,SmartOne 12,153854.48,3,0.1,17499.4
ORD-100585,2023-11-23,CUST-1496,Customer 133,North,Haryana,Furniture,Bookcases,Storage Cabinet,14748.9,1,0.15,2997.29
ORD-100586,2024-12-14,CUST-1186,Customer 533,West,Gujarat,Furniture,Bookcases,Corner Shelf,46461.74,4,0.2,4832.48
ORD-100587,2025-09-13,CUST-1015,Customer 206,East,West Bengal,Technology,Phones,Pixel Edge,114326.99,4,0.25,18365.55
ORD-100588,2024-10-16,CUST-1105,Customer 141,North,Punjab,Technology,Accessories,USB-C Hub,4860.18,3,0.15,1049.62
ORD-100589,2025-05-08,CUST-1128,Customer 124,West,Maharashtra,Furniture,Chairs,Visitor Chair,14576.11,1,0.0,1017.12
ORD-100590,2024-02-29,CUST-1200,Customer 203,South,Karnataka,Furniture,Bookcases,Steel Shelf,51858.44,5,0.1,7502.78
ORD-100591,2025-01-17,CUST-1255,Customer 475,South,Karnataka,Technology,Accessories,USB-C Hub,1240.67,1,0.05,219.76
ORD-100592,2025-06-15,CUST-1455,Customer 473,South,Tamil Nadu,Technology,Phones,Galaxy Max,28531.42,1,0.15,2665.08
ORD-100593,2023-06-11,CUST-1018,Customer 4,South,Karnataka,Office Supplies,Paper,Premium Paper,1309.92,2,0.05,302.14
ORD-100594,2025-06-14,CUST-1527,Customer 428,West,Maharashtra,Office Supplies,Binders,Ring Binder,1504.73,4,0.1,228.52
ORD-100595,2025-06-28,CUST-1103,Customer 533,South,Karnataka,Technology,Accessories,USB-C Hub,1084.4,1,0.2,11.92
ORD-100596,2025-06-25,CUST-1025,Customer 374,West,Gujarat,Technology,Accessories,Wireless Mouse,5311.44,2,0.1,272.72
ORD-100597,2024-08-04,CUST-1416,Customer 446,West,Goa,Office Supplies,Paper,Premium Paper,352.73,1,0.1,22.79
ORD-100598,2023-03-02,CUST-1436,Customer 63,North,Delhi,Office Supplies,Paper,A4 Paper Pack,870.55,3,0.15,147.32
ORD-100599,2023-08-16,CUST-1341,Customer 373,East,Bihar,Office Supplies,Paper,Color Paper,1228.79,3,0.0,188.89
ORD-100600,2024-01-20,CUST-1407,Customer 268,West,Goa,Technology,Phones,SmartOne 12,97426.21,2,0.2,21816.65
ORD-100601,2023-09-17,CUST-1147,Customer 16,West,Rajasthan,Furniture,Chairs,Visitor Chair,10212.62,2,0.2,2383.82
ORD-100602,2023-05-04,CUST-1566,Customer 511,South,Andhra Pradesh,Furniture,Chairs,Mesh Chair,19485.7,3,0.2,872.02
ORD-100603,2024-05-28,CUST-1313,Customer 126,East,Odisha,Furniture,Chairs,Ergo Chair,35414.47,2,0.0,3204.65
ORD-100604,2023-10-01,CUST-1605,Customer 200,North,Haryana,Furniture,Tables,Meeting Table,19251.16,2,0.15,5015.05
ORD-100605,2024-01-12,CUST-1244,Customer 489,North,Delhi,Office Supplies,Storage,Storage Bin,3826.28,4,0.1,930.21
ORD-100606,2023-01-02,CUST-1026,Customer 358,South,Tamil Nadu,Technology,Laptops,WorkMate 13,359471.0,5,0.1,67571.57
ORD-100607,2025-01-05,CUST-1401,Customer 115,South,Tamil Nadu,Furniture,Bookcases,Storage Cabinet,8911.87,2,0.05,1163.47
ORD-100608,2023-12-31,CUST-1408,Customer 66,East,Odisha,Technology,Accessories,USB-C Hub,16835.72,3,0.0,2250.68
ORD-100609,2024-12-26,CUST-1528,Customer 13,North,Uttar Pradesh,Technology,Accessories,USB-C Hub,5335.81,1,0.0,448.46
ORD-100610,2023-05-21,CUST-1304,Customer 454,South,Karnataka,Technology,Accessories,Wireless Mouse,22009.89,5,0.15,4908.03
ORD-100611,2025-02-24,CUST-1611,Customer 399,South,Kerala,Office Supplies,Paper,Color Paper,2225.79,5,0.1,361.9
ORD-100612,2023-01-11,CUST-1117,Customer 374,South,Kerala,Furniture,Bookcases,Corner Shelf,36778.2,2,0.1,5338.58
ORD-100613,2025-09-10,CUST-1309,Customer 389,South,Andhra Pradesh,Technology,Laptops,ProBook 15,276269.99,4,0.1,17470.73
ORD-100614,2025-02-18,CUST-1097,Customer 287,South,Karnataka,Technology,Accessories,Mechanical Keyboard,3554.27,1,0.1,363.15
ORD-100615,2024-04-30,CUST-1570,Customer 396,West,Goa,Technology,Laptops,WorkMate 13,145966.13,2,0.1,7647.39
ORD-100616,2023-11-29,CUST-1557,Customer 74,West,Rajasthan,Technology,Accessories,USB-C Hub,5628.07,2,0.0,373.48
ORD-100617,2023-02-22,CUST-1034,Customer 245,East,Bihar,Office Supplies,Paper,Premium Paper,1894.25,2,0.05,436.26
ORD-100618,2023-03-31,CUST-1476,Customer 385,East,Jharkhand,Furniture,Chairs,Visitor Chair,,2,0.0,4933.09
ORD-100619,2025-09-26,CUST-1340,Customer 11,South,Karnataka,Technology,Phones,Galaxy Max,159288.21,3,0.0,23297.82
ORD-100620,2025-02-01,CUST-1378,Customer 565,East,West Bengal,Technology,Phones,Pixel Edge,39109.58,1,0.2,7216.26
ORD-100621,2025-09-17,CUST-1545,Customer 564,South,Kerala,Furniture,Tables,Study Table,21253.69,1,0.1,2871.62
ORD-100622,2024-04-05,CUST-1068,Customer 580,South,Andhra Pradesh,Furniture,Chairs,Visitor Chair,5526.8,1,0.0,1254.28
ORD-100623,2025-07-26,CUST-1433,Customer 556,East,West Bengal,Furniture,Chairs,Mesh Chair,12597.87,3,0.05,3239.63
ORD-100624,2023-03-11,CUST-1290,Customer 546,North,Punjab,Technology,Accessories,Webcam HD,7506.04,3,0.1,1935.72
ORD-100625,2024-08-26,CUST-1334,Customer 538,North,Haryana,Office Supplies,Binders,Presentation Binder,969.46,5,0.15,92.69
ORD-100626,2025-04-16,CUST-1503,Customer 574,West,Maharashtra,Technology,Phones,Galaxy Max,59774.37,1,0.0,13993.39
ORD-100627,2023-11-24,CUST-1317,Customer 619,East,Jharkhand,Office Supplies,Paper,A4 Paper Pack,704.66,1,0.2,159.71
ORD-100628,2024-02-22,CUST-1235,Customer 443,East,Jharkhand,Office Supplies,Storage,File Box,5489.25,3,0.1,1406.88
ORD-100629,2025-11-27,CUST-1216,Customer 490,North,Delhi,Office Supplies,Paper,Premium Paper,2912.24,5,0.0,654.45
ORD-100630,2024-06-24,CUST-1223,Customer 485,North,Punjab,Technology,Laptops,WorkMate 13,41001.46,1,0.0,10640.1
ORD-100631,2024-01-28,CUST-1102,Customer 570,West,Goa,Technology,Laptops,NotePro 16,172843.94,2,0.05,40497.85
ORD-100632,2023-02-11,CUST-1248,Customer 648,South,Andhra Pradesh,Technology,Laptops,ProBook 15,241095.27,3,0.1,16913.62
ORD-100633,2023-09-24,CUST-1493,Customer 533,West,Maharashtra,Office Supplies,Binders,Lever Arch File,1826.4,3,0.2,345.06
ORD-100634,2025-04-26,CUST-1371,Customer 258,East,Odisha,Technology,Phones,Pixel Edge,163731.52,3,0.1,33025.59
ORD-100635,2024-09-10,CUST-1238,Customer 41,South,Andhra Pradesh,Office Supplies,Binders,Presentation Binder,1154.21,2,0.15,278.14
ORD-100636,2025-01-14,CUST-1272,Customer 132,West,Goa,Technology,Laptops,WorkMate 13,255244.29,3,0.1,30388.64
ORD-100637,2025-07-15,CUST-1307,Customer 447,South,Karnataka,Furniture,Tables,Meeting Table,40564.93,3,0.0,3506.24
ORD-100638,2025-01-05,CUST-1150,Customer 63,South,Karnataka,Office Supplies,Binders,Lever Arch File,608.02,1,0.05,107.24
ORD-100639,2023-08-06,CUST-1097,Customer 301,West,Goa,Furniture,Tables,Office Desk,20974.34,2,0.05,3785.94
ORD-100640,2023-04-20,CUST-1277,Customer 29,West,Rajasthan,Technology,Accessories,USB-C Hub,11812.05,3,0.25,240.67
ORD-100641,2024-08-30,CUST-1451,Customer 478,West,Goa,Furniture,Tables,Meeting Table,4317.61,1,0.1,857.4
ORD-100642,2025-02-23,CUST-1374,Customer 78,East,Bihar,Office Supplies,Paper,Premium Paper,837.11,1,0.0,97.58
ORD-100643,2024-10-27,CUST-1139,Customer 146,North,Delhi,Furniture,Chairs,Mesh Chair,5827.34,1,0.15,708.94
ORD-100644,2023-02-16,CUST-1076,Customer 629,West,Rajasthan,Furniture,Bookcases,Steel Shelf,19091.1,1,0.0,1327.15
ORD-100645,2023-01-31,CUST-1624,Customer 40,East,Odisha,Office Supplies,Binders,Lever Arch File,2341.75,3,0.0,402.1
ORD-100646,2025-05-24,CUST-1498,Customer 87,West,Rajasthan,Technology,Phones,Pixel Edge,76584.28,2,0.2,11937.77
ORD-100647,2023-10-26,CUST-1517,Customer 565,West,Rajasthan,Furniture,Chairs,Mesh Chair,13381.18,1,0.1,3060.96
ORD-100648,2025-03-29,CUST-1474,Customer 532,South,Kerala,Technology,Laptops,UltraBook 14,85855.54,2,0.1,20473.27
ORD-100649,2023-09-29,CUST-1013,Customer 156,West,Maharashtra,Office Supplies,Paper,Premium Paper,888.31,2,0.05,157.33
ORD-100650,2025-01-29,CUST-1306,Customer 172,South,Kerala,Office Supplies,Binders,Ring Binder,1524.17,2,0.0,89.28
ORD-100651,2024-12-15,CUST-1343,Customer 280,North,Haryana,Technology,Accessories,Webcam HD,5433.81,2,0.1,328.66
ORD-100652,2025-01-02,CUST-1102,Customer 202,East,Jharkhand,Technology,Laptops,ProBook 15,93339.33,2,0.0,15348.6
ORD-100653,2023-11-10,CUST-1479,Customer 349,East,West Bengal,Office Supplies,Paper,A4 Paper Pack,1493.17,3,0.15,90.73
ORD-100654,2025-04-08,CUST-1087,Customer 351,West,Maharashtra,Technology,Accessories,USB-C Hub,8325.06,2,0.0,1375.3
ORD-100655,2024-02-06,CUST-1419,Customer 71,West,Rajasthan,Furniture,Tables,Study Table,27265.85,1,0.05,4393.9
ORD-100656,2024-09-18,CUST-1232,Customer 533,East,Bihar,Office Supplies,Storage,Storage Bin,3771.09,2,0.1,935.55
ORD-100657,2023-06-21,CUST-1246,Customer 509,South,Tamil Nadu,Furniture,Chairs,Mesh Chair,11392.46,1,0.1,2807.72
ORD-100658,2023-01-12,CUST-1289,Customer 536,West,Gujarat,Office Supplies,Storage,Storage Bin,1287.2,3,0.0,110.67
ORD-100659,2025-09-06,CUST-1472,Customer 76,West,Rajasthan,Office Supplies,Storage,Drawer Organizer,1716.0,1,0.2,379.66
ORD-100660,2024-05-14,CUST-1299,Customer 594,West,Maharashtra,Technology,Phones,ProPhone X,64722.25,1,0.0,16286.14
ORD-100661,2024-05-11,CUST-1302,Customer 253,South,Kerala,Furniture,Chairs,Executive Chair,15256.09,1,0.15,2617.93
ORD-100662,2024-07-04,CUST-1171,Customer 18,South,Kerala,Technology,Phones,SmartOne 12,104230.95,2,0.1,10611.31
ORD-100663,2025-06-04,CUST-1600,Customer 261,North,Uttar Pradesh,Furniture,Chairs,Ergo Chair,31495.39,4,0.1,2694.07
ORD-100664,2023-09-05,CUST-1275,Customer 9,South,Andhra Pradesh,Furniture,Bookcases,Storage Cabinet,20493.83,1,0.0,1262.0
ORD-100665,2024-11-16,CUST-1112,Customer 22,North,Delhi,Furniture,Bookcases,Corner Shelf,38677.85,2,0.0,3640.97
ORD-100666,2025-05-27,CUST-1444,Customer 44,East,Bihar,Technology,Phones,Galaxy Max,65332.34,2,0.05,14224.51
ORD-100667,2025-12-01,CUST-1248,Customer 91,North,Delhi,Furniture,Tables,Office Desk,35951.95,2,0.0,7076.05
ORD-100668,2025-07-04,CUST-1609,Customer 391,East,Bihar,Office Supplies,Paper,A4 Paper Pack,1769.66,2,0.25,66.65
ORD-100669,2025-11-09,CUST-1346,Customer 562,North,Haryana,Technology,Laptops,UltraBook 14,108804.93,2,0.15,8738.86
ORD-100670,2025-01-22,CUST-1630,Customer 4,North,Delhi,Technology,Phones,ProPhone X,65876.96,2,0.0,7005.73
ORD-100671,2024-12-03,CUST-1177,Customer 622,East,West Bengal,Technology,Phones,SmartOne 12,95395.49,3,0.05,10187.2
ORD-100672,2023-07-27,CUST-1447,Customer 423,North,Uttar Pradesh,Furniture,Chairs,Mesh Chair,12422.65,1,0.0,2369.98
ORD-100673,2025-03-14,CUST-1548,Customer 275,West,Rajasthan,Office Supplies,Paper,Color Paper,1424.06,3,0.15,163.91
ORD-100674,2023-01-05,CUST-1128,Customer 371,North,Haryana,Technology,Laptops,ProBook 15,262270.97,4,0.15,33689.62
ORD-100675,2024-05-19,CUST-1365,Customer 255,West,Goa,Furniture,Tables,Study Table,50159.36,2,0.15,7408.25
ORD-100676,2025-02-13,CUST-1632,Customer 344,South,Andhra Pradesh,Office Supplies,Binders,Lever Arch File,898.89,2,0.05,52.53
ORD-100677,2025-03-08,CUST-1031,Customer 546,West,Rajasthan,Technology,Laptops,UltraBook 14,232889.46,3,0.05,44369.7
ORD-100678,2023-02-18,CUST-1626,Customer 644,North,Uttar Pradesh,Furniture,Chairs,Visitor Chair,8168.62,2,0.15,1272.58
ORD-100679,2023-07-23,CUST-1600,Customer 21,South,Karnataka,Furniture,Tables,Meeting Table,12146.45,1,0.15,1417.23
ORD-100680,2024-02-23,CUST-1225,Customer 453,West,Rajasthan,Office Supplies,Paper,Premium Paper,675.26,2,0.05,116.6
ORD-100681,2023-08-25,CUST-1555,Customer 316,North,Haryana,Furniture,Tables,Compact Desk,34506.96,2,0.0,2625.61
ORD-100682,2025-09-22,CUST-1062,Customer 49,South,Tamil Nadu,Furniture,Tables,Meeting Table,16773.84,2,0.15,2197.02
ORD-100683,2024-09-12,CUST-1092,Customer 109,South,Andhra Pradesh,Office Supplies,Storage,Drawer Organizer,1145.56,3,0.0,265.87
ORD-100684,2024-11-06,CUST-1203,Customer 233,North,Punjab,Office Supplies,Storage,Drawer Organizer,1275.65,2,0.15,189.77
ORD-100685,2023-05-02,CUST-1428,Customer 36,West,Rajasthan,Furniture,Bookcases,Storage Cabinet,37754.79,2,0.05,3089.57
ORD-100686,2023-03-23,CUST-1044,Customer 144,East,Bihar,Office Supplies,Binders,Ring Binder,513.16,3,0.0,80.11
ORD-100687,2025-03-07,CUST-1253,Customer 501,East,Jharkhand,Technology,Phones,SmartOne 12,47921.71,1,0.1,3050.03
ORD-100688,2025-07-08,CUST-1241,Customer 580,South,Andhra Pradesh,Technology,Laptops,NotePro 16,193754.9,2,0.1,24594.53
ORD-100689,2025-12-22,CUST-1496,Customer 182,East,Jharkhand,Office Supplies,Storage,Storage Bin,1759.4,1,0.15,348.72
ORD-100690,2024-07-25,CUST-1290,Customer 552,West,Goa,Furniture,Chairs,Visitor Chair,3295.82,1,0.15,690.19
ORD-100691,2025-07-16,CUST-1042,Customer 346,South,Tamil Nadu,Technology,Accessories,Mechanical Keyboard,21526.14,5,0.0,3580.68
ORD-100692,2023-09-11,CUST-1552,Customer 551,East,Jharkhand,Furniture,Tables,Compact Desk,10971.94,2,0.2,1715.85
ORD-100693,2024-04-23,CUST-1563,Customer 247,East,Odisha,Technology,Laptops,ProBook 15,315952.72,5,0.1,70028.7
ORD-100694,2025-02-21,CUST-1570,Customer 415,South,Kerala,Technology,Laptops,WorkMate 13,323392.71,4,0.2,37793.71
ORD-100695,2025-01-24,CUST-1574,Customer 325,West,Gujarat,Furniture,Bookcases,Corner Shelf,42286.78,3,0.2,4787.6
ORD-100696,2024-06-01,CUST-1614,Customer 565,South,Karnataka,Furniture,Bookcases,Storage Cabinet,23617.71,2,0.1,1881.89
ORD-100697,2024-08-29,CUST-1548,Customer 185,South,Kerala,Technology,Laptops,ProBook 15,93289.38,3,0.2,19743.51
ORD-100698,2023-11-16,CUST-1280,Customer 490,North,Punjab,Office Supplies,Paper,A4 Paper Pack,1822.38,2,0.15,367.16
ORD-100699,2023-05-21,CUST-1640,Customer 208,North,Delhi,Technology,Accessories,Wireless Mouse,6257.93,5,0.0,1213.94
ORD-100700,2025-05-19,CUST-1204,Customer 135,North,Punjab,Office Supplies,Binders,Lever Arch File,684.23,1,0.1,59.56
